Feature,Importance
Q20_1,3.2569
Q20_2,-0.1822
Q20_3,2.9614
Q20_4,11.5516
Q20_5,-5.1690
Q20_6,1.8514
Q20_7,8.1632
Q20_8,0.5952
Q20_9,-4.3078
