Feature,Importance
Q18_1,83
Q18_2,39
Q18_3,36
Q18_4,128
Q18_5,40
Q19_1,51
Q19_2,85
Q19_3,56
Q19_4,74
Q19_5,83
Q19_6,104
Q19_7,117
Q19_8,65
Q19_9,39
Q19_10,56
