Feature,Importance
Q20_1,3.2668
Q20_2,-0.2007
Q20_3,2.9806
Q20_4,11.5249
Q20_5,-5.1650
Q20_6,1.8685
Q20_7,8.1478
Q20_8,0.6344
Q20_9,-4.3397
