Feature,Importance
Q20_1,3.2822
Q20_2,-0.2087
Q20_3,2.9539
Q20_4,11.5792
Q20_5,-5.2275
Q20_6,1.8786
Q20_7,8.1968
Q20_8,0.6418
Q20_9,-4.3704
